county,precinct,office,district,candidate,party,absentee,mail,not_sure,election_day,votes
Sanpete,NORTH SANPETE UNINCORPORATED,DISTRICT COURT -BAGLEY,,YES,,3,3,107,11,124
Sanpete,NORTH SANPETE UNINCORPORATED,DISTRICT COURT -BAGLEY,,NO,,0,1,45,1,47
Sanpete,NORTH SANPETE UNINCORPORATED,AMENDMENT A,,FOR,,3,2,57,7,69
Sanpete,NORTH SANPETE UNINCORPORATED,AMENDMENT A,,AGAINST,,0,2,96,4,102
Sanpete,NORTH SANPETE UNINCORPORATED,AMENDMENT B,,FOR,,3,3,96,7,109
Sanpete,NORTH SANPETE UNINCORPORATED,AMENDMENT B,,AGAINST,,1,1,71,5,78
Sanpete,MORONI MUNICIPAL,STRAIGHT PARTY,,REPUBLICAN,REP,0,15,0,134,149
Sanpete,MORONI MUNICIPAL,STRAIGHT PARTY,,DEMOCRATIC,DEM,0,0,0,40,40
Sanpete,MORONI MUNICIPAL,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,0,1,1
Sanpete,MORONI MUNICIPAL,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,0,0,0
Sanpete,MORONI MUNICIPAL,STRAIGHT PARTY,,GREEN,GRE,0,0,0,0,0
Sanpete,MORONI MUNICIPAL,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0,0
Sanpete,MORONI MUNICIPAL,President,,Registered Voters,,,,,,602
Sanpete,MORONI MUNICIPAL,President,,JILL STEIN,GRE,0,0,0,0,0
Sanpete,MORONI MUNICIPAL,President,,GLORIA LA RIVA,UNA,0,0,0,0,0
Sanpete,MORONI MUNICIPAL,President,,MITT ROMNEY,REP,3,32,15,390,440
Sanpete,MORONI MUNICIPAL,President,,BARACK OBAMA,DEM,0,1,1,58,60
Sanpete,MORONI MUNICIPAL,President,,GARY JOHNSON,LIB,0,0,0,3,3
Sanpete,MORONI MUNICIPAL,President,,VIRGIL GOODE,CON,0,0,1,2,3
Sanpete,MORONI MUNICIPAL,President,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,0,0,0
Sanpete,MORONI MUNICIPAL,President,,Write-ins,,0,0,0,1,1
Sanpete,MORONI MUNICIPAL,U.S. Senate,,SHAUN LYNN McCAUSLAN,CON,1,0,0,9,10
Sanpete,MORONI MUNICIPAL,U.S. Senate,,SCOTT HOWELL,DEM,0,4,1,91,96
Sanpete,MORONI MUNICIPAL,U.S. Senate,,ORRIN G. HATCH,REP,2,27,16,339,384
Sanpete,MORONI MUNICIPAL,U.S. Senate,,DANIEL GEERY,JUS,0,0,0,3,3
Sanpete,MORONI MUNICIPAL,U.S. Senate,,BILL BARRON,UNA,0,1,0,0,1
Sanpete,MORONI MUNICIPAL,U.S. Senate,,Write-ins,,0,0,0,1,1
Sanpete,MORONI MUNICIPAL,U.S. House,4,MIA B. LOVE,REP,2,24,8,297,331
Sanpete,MORONI MUNICIPAL,U.S. House,4,JIM L VEIN,LIB,1,2,1,12,16
Sanpete,MORONI MUNICIPAL,U.S. House,4,JIM MATHESON,DEM,0,7,8,138,153
Sanpete,MORONI MUNICIPAL,U.S. House,4,Write-ins,,0,0,0,0,0
Sanpete,MORONI MUNICIPAL,Governor ,,PETER S. COOKE,DEM,0,1,1,70,72
Sanpete,MORONI MUNICIPAL,Governor ,,KEN LARSEN,LIB,0,1,1,6,8
Sanpete,MORONI MUNICIPAL,Governor ,,KIRK D PEARSON,CON,1,1,0,5,7
Sanpete,MORONI MUNICIPAL,Governor ,,GARY R. HERBERT,REP,2,30,15,365,412
Sanpete,MORONI MUNICIPAL,Governor ,,Write-ins,,0,0,0,0,0
Sanpete,MORONI MUNICIPAL,Attorney General,,DEE W. SMITH,DEM,0,2,1,82,85
Sanpete,MORONI MUNICIPAL,Attorney General,,JOHN SWALLOW,REP,2,29,15,336,382
Sanpete,MORONI MUNICIPAL,Attorney General,,W. ANDREW McCULLOUGH,LIB,1,1,1,22,25
Sanpete,MORONI MUNICIPAL,Attorney General,,Write-ins,,0,0,0,0,0
Sanpete,MORONI MUNICIPAL,State Auditor,,MARK SAGE,DEM,0,1,2,83,86
Sanpete,MORONI MUNICIPAL,State Auditor,,JOHN DOUGALL,REP,2,28,13,342,385
Sanpete,MORONI MUNICIPAL,State Auditor,,RICHARD PROCTOR,CON,1,2,1,17,21
Sanpete,MORONI MUNICIPAL,State Auditor,,Write-ins,,0,0,0,0,0
Sanpete,MORONI MUNICIPAL,State Treasurer,,CHRISTOPHER STOUT,DEM,0,2,1,83,86
Sanpete,MORONI MUNICIPAL,State Treasurer,,VINCENT C. MARCUSS,LIB,1,1,1,19,22
Sanpete,MORONI MUNICIPAL,State Treasurer,,RICHARD K. ELLIS,REP,2,28,15,338,383
Sanpete,MORONI MUNICIPAL,State Treasurer,,Write-ins,,0,0,0,0,0
Sanpete,MORONI MUNICIPAL,State Senate,24,RALPH OKERLUND,REP,2,29,14,376,421
Sanpete,MORONI MUNICIPAL,State Senate,24,TRESTIN MEACHAM,CON,1,3,1,45,50
Sanpete,MORONI MUNICIPAL,State Senate,24,Write-ins,,0,0,0,1,1
Sanpete,MORONI MUNICIPAL,State House,58,SPENCER J. COX,REP,3,29,16,428,476
Sanpete,MORONI MUNICIPAL,State House,58,Write-ins,,0,0,0,2,2
Sanpete,MORONI MUNICIPAL,COUNTY COMM A,,STEVE FRISCHKNECHT,REP,3,32,15,426,476
Sanpete,MORONI MUNICIPAL,COUNTY COMM A,,Write-ins,,0,0,0,4,4
Sanpete,MORONI MUNICIPAL,SCHOOL BOARD NSSD2,,NANALEE L. COOK,,1,22,10,284,317
Sanpete,MORONI MUNICIPAL,SCHOOL BOARD NSSD2,,DANIEL J. GREEN,,2,11,7,154,174
Sanpete,MORONI MUNICIPAL,SCHOOL BOARD NSSD2,,Write-ins,,0,0,0,1,1
Sanpete,MORONI MUNICIPAL,DISTRICT COURT -BAGLEY,,YES,,3,23,13,342,381
Sanpete,MORONI MUNICIPAL,DISTRICT COURT -BAGLEY,,NO,,0,7,1,69,77
Sanpete,MORONI MUNICIPAL,AMENDMENT A,,FOR,,0,14,7,183,204
Sanpete,MORONI MUNICIPAL,AMENDMENT A,,AGAINST,,2,14,8,217,241
Sanpete,MORONI MUNICIPAL,AMENDMENT B,,FOR,,3,25,10,275,313
Sanpete,MORONI MUNICIPAL,AMENDMENT B,,AGAINST,,0,5,5,137,147
Sanpete,MORONI UNINCORPORATED,STRAIGHT PARTY,,REPUBLICAN,REP,0,2,0,27,29
Sanpete,MORONI UNINCORPORATED,STRAIGHT PARTY,,DEMOCRATIC,DEM,0,1,0,1,2
Sanpete,MORONI UNINCORPORATED,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,0,1,1
Sanpete,MORONI UNINCORPORATED,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,STRAIGHT PARTY,,GREEN,GRE,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,President,,Registered Voters,,,,,,126
Sanpete,MORONI UNINCORPORATED,President,,JILL STEIN,GRE,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,President,,GLORIA LA RIVA,UNA,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,President,,MITT ROMNEY,REP,0,3,9,83,95
Sanpete,MORONI UNINCORPORATED,President,,BARACK OBAMA,DEM,0,1,4,6,11
Sanpete,MORONI UNINCORPORATED,President,,GARY JOHNSON,LIB,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,President,,VIRGIL GOODE,CON,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,President,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,President,,Write-ins,,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,U.S. Senate,,SHAUN LYNN McCAUSLAN,CON,0,0,0,4,4
Sanpete,MORONI UNINCORPORATED,U.S. Senate,,SCOTT HOWELL,DEM,0,1,5,15,21
Sanpete,MORONI UNINCORPORATED,U.S. Senate,,ORRIN G. HATCH,REP,0,3,8,69,80
Sanpete,MORONI UNINCORPORATED,U.S. Senate,,DANIEL GEERY,JUS,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,U.S. Senate,,BILL BARRON,UNA,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,U.S. Senate,,Write-ins,,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,U.S. House,4,MIA B. LOVE,REP,0,2,5,64,71
Sanpete,MORONI UNINCORPORATED,U.S. House,4,JIM L VEIN,LIB,0,0,0,9,9
Sanpete,MORONI UNINCORPORATED,U.S. House,4,JIM MATHESON,DEM,0,2,8,14,24
Sanpete,MORONI UNINCORPORATED,U.S. House,4,Write-ins,,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,Governor ,,PETER S. COOKE,DEM,0,1,3,9,13
Sanpete,MORONI UNINCORPORATED,Governor ,,KEN LARSEN,LIB,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,Governor ,,KIRK D PEARSON,CON,0,0,0,5,5
Sanpete,MORONI UNINCORPORATED,Governor ,,GARY R. HERBERT,REP,0,3,10,74,87
Sanpete,MORONI UNINCORPORATED,Governor ,,Write-ins,,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,Attorney General,,DEE W. SMITH,DEM,0,1,4,4,9
Sanpete,MORONI UNINCORPORATED,Attorney General,,JOHN SWALLOW,REP,0,3,8,74,85
Sanpete,MORONI UNINCORPORATED,Attorney General,,W. ANDREW McCULLOUGH,LIB,0,0,1,6,7
Sanpete,MORONI UNINCORPORATED,Attorney General,,Write-ins,,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,State Auditor,,MARK SAGE,DEM,0,1,5,6,12
Sanpete,MORONI UNINCORPORATED,State Auditor,,JOHN DOUGALL,REP,0,3,7,75,85
Sanpete,MORONI UNINCORPORATED,State Auditor,,RICHARD PROCTOR,CON,0,0,1,3,4
Sanpete,MORONI UNINCORPORATED,State Auditor,,Write-ins,,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,State Treasurer,,CHRISTOPHER STOUT,DEM,0,1,5,6,12
Sanpete,MORONI UNINCORPORATED,State Treasurer,,VINCENT C. MARCUSS,LIB,0,0,2,4,6
Sanpete,MORONI UNINCORPORATED,State Treasurer,,RICHARD K. ELLIS,REP,0,3,6,74,83
Sanpete,MORONI UNINCORPORATED,State Treasurer,,Write-ins,,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,State Senate,24,RALPH OKERLUND,REP,0,3,12,75,90
Sanpete,MORONI UNINCORPORATED,State Senate,24,TRESTIN MEACHAM,CON,0,1,1,8,10
Sanpete,MORONI UNINCORPORATED,State Senate,24,Write-ins,,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,State House,58,SPENCER J. COX,REP,0,4,10,82,96
Sanpete,MORONI UNINCORPORATED,State House,58,Write-ins,,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,COUNTY COMM A,,STEVE FRISCHKNECHT,REP,0,4,9,82,95
Sanpete,MORONI UNINCORPORATED,COUNTY COMM A,,Write-ins,,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,SCHOOL BOARD NSSD2,,NANALEE L. COOK,,0,0,9,54,63
Sanpete,MORONI UNINCORPORATED,SCHOOL BOARD NSSD2,,DANIEL J. GREEN,,0,4,4,26,34
Sanpete,MORONI UNINCORPORATED,SCHOOL BOARD NSSD2,,Write-ins,,0,0,0,0,0
Sanpete,MORONI UNINCORPORATED,DISTRICT COURT -BAGLEY,,YES,,0,3,9,66,78
Sanpete,MORONI UNINCORPORATED,DISTRICT COURT -BAGLEY,,NO,,0,1,4,10,15
Sanpete,MORONI UNINCORPORATED,AMENDMENT A,,FOR,,0,2,4,30,36
Sanpete,MORONI UNINCORPORATED,AMENDMENT A,,AGAINST,,0,2,7,45,54
Sanpete,MORONI UNINCORPORATED,AMENDMENT B,,FOR,,0,2,5,46,53
Sanpete,MORONI UNINCORPORATED,AMENDMENT B,,AGAINST,,0,2,6,32,40
Sanpete,MT. PLEASANT 1 MUNICIPAL,STRAIGHT PARTY,,REPUBLICAN,REP,2,10,0,157,169
Sanpete,MT. PLEASANT 1 MUNICIPAL,STRAIGHT PARTY,,DEMOCRATIC,DEM,1,9,1,58,69
Sanpete,MT. PLEASANT 1 MUNICIPAL,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,0,7,7
Sanpete,MT. PLEASANT 1 MUNICIPAL,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,0,2,2
Sanpete,MT. PLEASANT 1 MUNICIPAL,STRAIGHT PARTY,,GREEN,GRE,0,0,0,0,0
Sanpete,MT. PLEASANT 1 MUNICIPAL,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0,0
Sanpete,MT. PLEASANT 1 MUNICIPAL,President,,Registered Voters,,,,,,911
Sanpete,MT. PLEASANT 1 MUNICIPAL,President,,JILL STEIN,GRE,0,0,0,3,3
Sanpete,MT. PLEASANT 1 MUNICIPAL,President,,GLORIA LA RIVA,UNA,0,0,0,0,0
Sanpete,MT. PLEASANT 1 MUNICIPAL,President,,MITT ROMNEY,REP,3,43,36,531,613
Sanpete,MT. PLEASANT 1 MUNICIPAL,President,,BARACK OBAMA,DEM,3,15,15,92,125
Sanpete,MT. PLEASANT 1 MUNICIPAL,President,,GARY JOHNSON,LIB,0,0,0,3,3
Sanpete,MT. PLEASANT 1 MUNICIPAL,President,,VIRGIL GOODE,CON,0,0,0,8,8
Sanpete,MT. PLEASANT 1 MUNICIPAL,President,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,0,4,4
Sanpete,MT. PLEASANT 1 MUNICIPAL,President,,Write-ins,,0,0,0,8,8
Sanpete,MT. PLEASANT 1 MUNICIPAL,U.S. Senate,,SHAUN LYNN McCAUSLAN,CON,0,3,7,38,48
Sanpete,MT. PLEASANT 1 MUNICIPAL,U.S. Senate,,SCOTT HOWELL,DEM,4,19,14,141,178
Sanpete,MT. PLEASANT 1 MUNICIPAL,U.S. Senate,,ORRIN G. HATCH,REP,3,34,28,447,512
Sanpete,MT. PLEASANT 1 MUNICIPAL,U.S. Senate,,DANIEL GEERY,JUS,0,0,0,2,2
Sanpete,MT. PLEASANT 1 MUNICIPAL,U.S. Senate,,BILL BARRON,UNA,0,0,0,7,7
Sanpete,MT. PLEASANT 1 MUNICIPAL,U.S. Senate,,Write-ins,,0,0,0,1,1
Sanpete,MT. PLEASANT 1 MUNICIPAL,U.S. House,4,MIA B. LOVE,REP,3,36,23,425,487
Sanpete,MT. PLEASANT 1 MUNICIPAL,U.S. House,4,JIM L VEIN,LIB,0,2,0,22,24
Sanpete,MT. PLEASANT 1 MUNICIPAL,U.S. House,4,JIM MATHESON,DEM,4,20,28,199,251
Sanpete,MT. PLEASANT 1 MUNICIPAL,U.S. House,4,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 1 MUNICIPAL,Governor ,,PETER S. COOKE,DEM,1,18,13,125,157
Sanpete,MT. PLEASANT 1 MUNICIPAL,Governor ,,KEN LARSEN,LIB,0,0,0,12,12
Sanpete,MT. PLEASANT 1 MUNICIPAL,Governor ,,KIRK D PEARSON,CON,0,2,3,28,33
Sanpete,MT. PLEASANT 1 MUNICIPAL,Governor ,,GARY R. HERBERT,REP,6,38,33,478,555
Sanpete,MT. PLEASANT 1 MUNICIPAL,Governor ,,Write-ins,,0,0,0,1,1
Sanpete,MT. PLEASANT 1 MUNICIPAL,Attorney General,,DEE W. SMITH,DEM,3,18,13,129,163
Sanpete,MT. PLEASANT 1 MUNICIPAL,Attorney General,,JOHN SWALLOW,REP,4,37,28,459,528
Sanpete,MT. PLEASANT 1 MUNICIPAL,Attorney General,,W. ANDREW McCULLOUGH,LIB,0,3,5,41,49
Sanpete,MT. PLEASANT 1 MUNICIPAL,Attorney General,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 1 MUNICIPAL,State Auditor,,MARK SAGE,DEM,5,14,17,133,169
Sanpete,MT. PLEASANT 1 MUNICIPAL,State Auditor,,JOHN DOUGALL,REP,2,39,24,426,491
Sanpete,MT. PLEASANT 1 MUNICIPAL,State Auditor,,RICHARD PROCTOR,CON,0,5,6,65,76
Sanpete,MT. PLEASANT 1 MUNICIPAL,State Auditor,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 1 MUNICIPAL,State Treasurer,,CHRISTOPHER STOUT,DEM,3,15,14,135,167
Sanpete,MT. PLEASANT 1 MUNICIPAL,State Treasurer,,VINCENT C. MARCUSS,LIB,0,4,4,41,49
Sanpete,MT. PLEASANT 1 MUNICIPAL,State Treasurer,,RICHARD K. ELLIS,REP,4,37,29,440,510
Sanpete,MT. PLEASANT 1 MUNICIPAL,State Treasurer,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 1 MUNICIPAL,State Senate,24,RALPH OKERLUND,REP,6,38,33,479,556
Sanpete,MT. PLEASANT 1 MUNICIPAL,State Senate,24,TRESTIN MEACHAM,CON,1,9,9,110,129
Sanpete,MT. PLEASANT 1 MUNICIPAL,State Senate,24,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 1 MUNICIPAL,State House,58,SPENCER J. COX,REP,7,50,37,589,683
Sanpete,MT. PLEASANT 1 MUNICIPAL,State House,58,Write-ins,,0,0,1,4,5
Sanpete,MT. PLEASANT 1 MUNICIPAL,COUNTY COMM A,,STEVE FRISCHKNECHT,REP,7,50,37,588,682
Sanpete,MT. PLEASANT 1 MUNICIPAL,COUNTY COMM A,,Write-ins,,0,1,0,5,6
Sanpete,MT. PLEASANT 1 MUNICIPAL,SCHOOL BOARD NSSD3,,RICH BROTHERSON,,6,46,38,516,606
Sanpete,MT. PLEASANT 1 MUNICIPAL,SCHOOL BOARD NSSD3,,Write-ins,,0,0,0,26,26
Sanpete,MT. PLEASANT 1 MUNICIPAL,DISTRICT COURT -BAGLEY,,YES,,4,33,36,407,480
Sanpete,MT. PLEASANT 1 MUNICIPAL,DISTRICT COURT -BAGLEY,,NO,,2,18,7,164,191
Sanpete,MT. PLEASANT 1 MUNICIPAL,AMENDMENT A,,FOR,,4,24,25,250,303
Sanpete,MT. PLEASANT 1 MUNICIPAL,AMENDMENT A,,AGAINST,,3,30,20,339,392
Sanpete,MT. PLEASANT 1 MUNICIPAL,AMENDMENT B,,FOR,,6,41,33,393,473
Sanpete,MT. PLEASANT 1 MUNICIPAL,AMENDMENT B,,AGAINST,,1,14,16,208,239
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,STRAIGHT PARTY,,REPUBLICAN,REP,0,2,0,43,45
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,STRAIGHT PARTY,,DEMOCRATIC,DEM,0,2,0,0,2
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,STRAIGHT PARTY,,CONSTITUTION,CON,0,1,0,1,2
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,0,0,0
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,STRAIGHT PARTY,,GREEN,GRE,0,0,0,0,0
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,1,1
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,President,,Registered Voters,,,,,,202
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,President,,JILL STEIN,GRE,0,0,0,0,0
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,President,,GLORIA LA RIVA,UNA,0,0,0,0,0
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,President,,MITT ROMNEY,REP,0,14,16,122,152
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,President,,BARACK OBAMA,DEM,0,3,0,5,8
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,President,,GARY JOHNSON,LIB,0,2,0,0,2
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,President,,VIRGIL GOODE,CON,0,1,1,0,2
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,President,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,0,0,0
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,President,,Write-ins,,0,0,0,1,1
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,U.S. Senate,,SHAUN LYNN McCAUSLAN,CON,0,4,0,10,14
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,U.S. Senate,,SCOTT HOWELL,DEM,0,4,1,17,22
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,U.S. Senate,,ORRIN G. HATCH,REP,0,12,14,97,123
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,U.S. Senate,,DANIEL GEERY,JUS,0,0,1,1,2
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,U.S. Senate,,BILL BARRON,UNA,0,0,0,2,2
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,U.S. Senate,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,U.S. House,4,MIA B. LOVE,REP,0,15,14,90,119
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,U.S. House,4,JIM L VEIN,LIB,0,1,1,5,7
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,U.S. House,4,JIM MATHESON,DEM,0,4,2,33,39
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,U.S. House,4,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,Governor ,,PETER S. COOKE,DEM,0,3,0,11,14
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,Governor ,,KEN LARSEN,LIB,0,0,0,4,4
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,Governor ,,KIRK D PEARSON,CON,0,2,1,5,8
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,Governor ,,GARY R. HERBERT,REP,0,15,16,105,136
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,Governor ,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,Attorney General,,DEE W. SMITH,DEM,0,6,1,10,17
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,Attorney General,,JOHN SWALLOW,REP,0,12,13,102,127
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,Attorney General,,W. ANDREW McCULLOUGH,LIB,0,2,1,8,11
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,Attorney General,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,State Auditor,,MARK SAGE,DEM,0,2,0,12,14
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,State Auditor,,JOHN DOUGALL,REP,0,16,12,94,122
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,State Auditor,,RICHARD PROCTOR,CON,0,2,3,13,18
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,State Auditor,,Write-ins,,0,0,0,1,1
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,State Treasurer,,CHRISTOPHER STOUT,DEM,0,4,0,9,13
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,State Treasurer,,VINCENT C. MARCUSS,LIB,0,2,2,10,14
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,State Treasurer,,RICHARD K. ELLIS,REP,0,13,13,98,124
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,State Treasurer,,Write-ins,,0,0,0,1,1
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,State Senate,24,RALPH OKERLUND,REP,0,15,12,103,130
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,State Senate,24,TRESTIN MEACHAM,CON,0,4,3,16,23
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,State Senate,24,Write-ins,,0,0,0,1,1
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,State House,58,SPENCER J. COX,REP,0,19,15,121,155
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,State House,58,Write-ins,,0,0,0,2,2
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,COUNTY COMM A,,STEVE FRISCHKNECHT,REP,0,18,15,118,151
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,COUNTY COMM A,,Write-ins,,0,0,0,2,2
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,SCHOOL BOARD NSSD2,,NANALEE L. COOK,,0,6,11,71,88
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,SCHOOL BOARD NSSD2,,DANIEL J. GREEN,,0,13,1,38,52
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,SCHOOL BOARD NSSD2,,Write-ins,,0,0,1,4,5
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,DISTRICT COURT -BAGLEY,,YES,,0,14,16,79,109
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,DISTRICT COURT -BAGLEY,,NO,,0,5,4,32,41
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,AMENDMENT A,,FOR,,0,11,11,51,73
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,AMENDMENT A,,AGAINST,,0,8,6,67,81
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,AMENDMENT B,,FOR,,0,13,13,79,105
Sanpete,MT. PLEASANT 1 UNINCORPORTATED,AMENDMENT B,,AGAINST,,0,6,4,42,52
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,STRAIGHT PARTY,,REPUBLICAN,REP,0,3,0,15,18
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,STRAIGHT PARTY,,DEMOCRATIC,DEM,0,0,0,4,4
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,STRAIGHT PARTY,,GREEN,GRE,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,President,,Registered Voters,,,,,,80
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,President,,JILL STEIN,GRE,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,President,,GLORIA LA RIVA,UNA,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,President,,MITT ROMNEY,REP,0,11,3,43,57
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,President,,BARACK OBAMA,DEM,0,0,2,7,9
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,President,,GARY JOHNSON,LIB,0,0,0,1,1
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,President,,VIRGIL GOODE,CON,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,President,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,President,,Write-ins,,0,0,0,0,0
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,U.S. Senate,,SHAUN LYNN McCAUSLAN,CON,0,0,0,3,3
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,U.S. Senate,,SCOTT HOWELL,DEM,0,0,2,11,13
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,U.S. Senate,,ORRIN G. HATCH,REP,0,10,3,36,49
Sanpete,MT. PLEASANT 2 UNINCORPORTATED,U.S. Senate,,DANIEL GEERY,JUS,0,0,0,0,0
