county,precinct,office,district,candidate,party,election_day,absentee,mail,votes
Wayne,Hanksville,President,,Registered Voters,,0
Wayne,Hanksville,President,,Registered Voters,,0
Wayne,Hanksville,President,,Registered Voters,,0
Wayne,Hanksville,President,,Registered Voters,,185
Wayne,Hanksville,President,,Jill Stein,GRN,0,0,0,0
Wayne,Hanksville,President,,Gloria La Riva,,0,0,0,0
Wayne,Hanksville,President,,Mitt Romney,REP,105,1,9,115
Wayne,Hanksville,President,,Barack Obama,DEM,13,2,2,17
Wayne,Hanksville,President,,Gary Johnson,LIB,1,0,0,1
Wayne,Hanksville,President,,Virgil Goode,CON,0,0,0,0
Wayne,Hanksville,President,,Ross C. Anderson,JUS,0,0,0,0
Wayne,Hanksville,President,,Write-in 90,,0,0,0,0
Wayne,Hanksville,U.S. Senate,,Shaun McCausland,CON,4,0,0,4
Wayne,Hanksville,U.S. Senate,,Scott Howell,DEM,16,2,2,20
Wayne,Hanksville,U.S. Senate,,Orrin G. Hatch,REP,99,1,8,108
Wayne,Hanksville,U.S. Senate,,Daniel Geery,JUS,0,0,0,0
Wayne,Hanksville,U.S. Senate,,Bill Barron,,0,0,1,1
Wayne,Hanksville,U.S. Senate,,Write-in 60,,0,0,0,0
Wayne,Hanksville,U.S. House,2,Chris Stewart,REP,102,1,7,110
Wayne,Hanksville,U.S. House,2,Jay Seegmiller,DEM,13,2,3,18
Wayne,Hanksville,U.S. House,2,Charles E Kimball,,1,0,1,2
Wayne,Hanksville,U.S. House,2,Jonathan D. Garrard,CON,1,0,0,1
Wayne,Hanksville,U.S. House,2,Joseph Andrade,,0,0,0,0
Wayne,Hanksville,U.S. House,2,Write-in 60,,0,0,0,0
Wayne,Hanksville,Governor,,Peter S Cooke,DEM,17,2,3,22
Wayne,Hanksville,Governor,,Ken Larsen,LIB,3,0,0,3
Wayne,Hanksville,Governor,,Kirk D Pearson,CON,4,0,1,5
Wayne,Hanksville,Governor,,Gary R. Herbert,REP,95,1,7,103
Wayne,Hanksville,Governor,,Write-in 50,,0,0,0,0
Wayne,Hanksville,Attorney General,,Dee W. Smith,DEM,17,2,3,22
Wayne,Hanksville,Attorney General,,John Swallow,REP,94,1,8,103
Wayne,Hanksville,Attorney General,,W. Andrew McCullough,LIB,8,0,0,8
Wayne,Hanksville,Attorney General,,Write-in 40,,0,0,0,0
Wayne,Hanksville,State Auditor,,Mark Sage,DEM,17,2,2,21
Wayne,Hanksville,State Auditor,,John Dougall,REP,95,1,9,105
Wayne,Hanksville,State Auditor,,Richard Proctor,CON,6,0,0,6
Wayne,Hanksville,State Auditor,,Write-in 40,,0,0,0,0
Wayne,Hanksville,State Treasurer,,Christopher Stout,DEM,15,2,2,19
Wayne,Hanksville,State Treasurer,,Vincent C. Marcus,LIB,2,0,0,2
Wayne,Hanksville,State Treasurer,,Richard K. Ellis,REP,100,1,9,110
Wayne,Hanksville,State Treasurer,,Write-in 40,,0,0,0,0
Wayne,Hanksville,State Senate,24,Ralph Okerlund,REP,98,2,9,109
Wayne,Hanksville,State Senate,24,Trestin Meacham,CON,15,1,1,17
Wayne,Hanksville,State Senate,24,Write-in 30,,0,0,0,0
Wayne,Hanksville,State House,73,Michael Noel,REP,90,1,9,100
Wayne,Hanksville,State House,73,Ty Markham,JUS,23,2,2,27
Wayne,Hanksville,State House,73,Write-in 30,,0,0,0,0
Wayne,Hanksville,COUNTY COMMISSION,,Newell E. Harward,REP,97,0,7,104
Wayne,Hanksville,COUNTY COMMISSION,,Joe Brown,DEM,23,3,4,30
Wayne,Hanksville,COUNTY COMMISSION,,Write-in 30,,0,0,0,0
Wayne,Hanksville,DISTRICT COURT -Bagley,,YES,,85,2,8,95
Wayne,Hanksville,DISTRICT COURT -Bagley,,NO,,30,0,3,33
Wayne,Hanksville,CONST AMEND A,,For,,47,0,4,51
Wayne,Hanksville,CONST AMEND A,,Against,,69,3,7,79
Wayne,Hanksville,CONST AMEND B,,For,,90,2,7,99
Wayne,Hanksville,CONST AMEND B,,Against,,26,1,4,31
Wayne,Election Total,STRAIGHT PARTY,,CONSTITUTION,CON,1,0,0,1
Wayne,Election Total,STRAIGHT PARTY,,LIBERTARIAN,LIB,1,1,0,2
Wayne,Election Total,STRAIGHT PARTY,,DEMOCRATIC,DEM,42,11,4,57
Wayne,Election Total,STRAIGHT PARTY,,REPUBLICAN,REP,237,59,39,335
Wayne,Election Total,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0
Wayne,Election Total,STRAIGHT PARTY,,GREEN,GRN,0,0,0,0
Wayne,Election Total,President,,Registered Voters,,0
Wayne,Election Total,President,,Registered Voters,,0
Wayne,Election Total,President,,Registered Voters,,0
Wayne,Election Total,President,,Registered Voters,,1812
Wayne,Election Total,President,,Jill Stein,GRN,2,0,2,4
Wayne,Election Total,President,,Gloria La Riva,,1,0,0,1
Wayne,Election Total,President,,Mitt Romney,REP,762,173,154,1089
Wayne,Election Total,President,,Barack Obama,DEM,130,50,35,215
Wayne,Election Total,President,,Gary Johnson,LIB,5,1,0,6
Wayne,Election Total,President,,Virgil Goode,CON,2,1,0,3
Wayne,Election Total,President,,Ross C. Anderson,JUS,4,1,4,9
Wayne,Election Total,President,,Write-in 90,,1,0,0,1
Wayne,Election Total,U.S. Senate,,Shaun McCausland,CON,16,3,2,21
Wayne,Election Total,U.S. Senate,,Scott Howell,DEM,173,52,34,259
Wayne,Election Total,U.S. Senate,,Orrin G. Hatch,REP,699,166,144,1009
Wayne,Election Total,U.S. Senate,,Daniel Geery,JUS,5,2,0,7
Wayne,Election Total,U.S. Senate,,Bill Barron,,5,2,11,18
Wayne,Election Total,U.S. Senate,,Write-in 60,,0,0,0,0
Wayne,Election Total,U.S. House,2,Chris Stewart,REP,710,161,142,1013
Wayne,Election Total,U.S. House,2,Jay Seegmiller,DEM,144,52,37,233
Wayne,Election Total,U.S. House,2,Charles E Kimball,,16,0,2,18
Wayne,Election Total,U.S. House,2,Jonathan D. Garrard,CON,7,1,0,8
Wayne,Election Total,U.S. House,2,Joseph Andrade,,4,3,7,14
Wayne,Election Total,U.S. House,2,Write-in 60,,0,0,0,0
Wayne,Election Total,Governor,,Peter S Cooke,DEM,147,48,44,239
Wayne,Election Total,Governor,,Ken Larsen,LIB,11,2,1,14
Wayne,Election Total,Governor,,Kirk D Pearson,CON,10,1,4,15
Wayne,Election Total,Governor,,Gary R. Herbert,REP,735,171,144,1050
Wayne,Election Total,Governor,,Write-in 50,,0,0,0,0
Wayne,Election Total,Attorney General,,Dee W. Smith,DEM,143,53,46,242
Wayne,Election Total,Attorney General,,John Swallow,REP,695,160,138,993
Wayne,Election Total,Attorney General,,W. Andrew McCullough,LIB,39,2,5,46
Wayne,Election Total,Attorney General,,Write-in 40,,1,0,0,1
Wayne,Election Total,State Auditor,,Mark Sage,DEM,157,56,40,253
Wayne,Election Total,State Auditor,,John Dougall,REP,675,152,140,967
Wayne,Election Total,State Auditor,,Richard Proctor,CON,35,2,6,43
Wayne,Election Total,State Auditor,,Write-in 40,,0,0,0,0
Wayne,Election Total,State Treasurer,,Christopher Stout,DEM,152,51,40,243
Wayne,Election Total,State Treasurer,,Vincent C. Marcus,LIB,24,4,5,33
Wayne,Election Total,State Treasurer,,Richard K. Ellis,REP,686,155,140,981
Wayne,Election Total,State Treasurer,,Write-in 40,,0,0,0,0
Wayne,Election Total,State Senate,24,Ralph Okerlund,REP,767,177,153,1097
Wayne,Election Total,State Senate,24,Trestin Meacham,CON,95,26,15,136
Wayne,Election Total,State Senate,24,Write-in 30,,2,0,1,3
Wayne,Election Total,State House,73,Michael Noel,REP,653,141,132,926
Wayne,Election Total,State House,73,Ty Markham,JUS,231,83,57,371
Wayne,Election Total,State House,73,Write-in 30,,0,0,0,0
Wayne,Election Total,COUNTY COMMISSION,,Newell E. Harward,REP,554,117,117,788
Wayne,Election Total,COUNTY COMMISSION,,Joe Brown,DEM,345,110,78,533
Wayne,Election Total,COUNTY COMMISSION,,Write-in 30,,7,0,0,7
Wayne,Election Total,SCHOOL BOARD D1,,David Chappell,,112,23,17,152
Wayne,Election Total,SCHOOL BOARD D1,,Write-in 20,,76,13,5,94
Wayne,Election Total,SCHOOL BOARD D2,,April Torgerson,,164,76,49,289
Wayne,Election Total,SCHOOL BOARD D2,,Write-in 20,,23,3,2,28
Wayne,Election Total,SCHOOL BOARD D3,,Joni D. Taylor,,144,23,30,197
Wayne,Election Total,SCHOOL BOARD D3,,Write-in 20,,8,0,2,10
Wayne,Election Total,DISTRICT COURT -Bagley,,YES,,684,152,126,962
Wayne,Election Total,DISTRICT COURT -Bagley,,NO,,155,52,39,246
Wayne,Election Total,CONST AMEND A,,For,,364,91,74,529
Wayne,Election Total,CONST AMEND A,,Against,,470,113,82,665
Wayne,Election Total,CONST AMEND B,,For,,543,135,102,780
Wayne,Election Total,CONST AMEND B,,Against,,314,77,71,462
